country,state,city,station,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_avg
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024,CO,27.0,54.0,34.0,37.39650824682714
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,CO,48.0,59.0,55.0,54.351616821216275
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471,PM2.5,27.0,260.0,69.0,92.99072885529503
India,Delhi,Delhi,"JNU, Delhi - DPCC",28.540721,77.168544,OZONE,4.0,28.0,19.0,15.499407352580336
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409,NO2,20.0,23.0,22.0,21.43615068166268
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,CO,11.0,18.0,15.0,14.370461801227666
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602,PM10,38.0,88.0,62.0,59.74514745140481
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16.5038,74.3623,NO2,4.0,16.0,8.0,9.184680138231217
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006,NO2,20.0,74.0,42.0,42.31435525340672
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",19.173852,77.296291,SO2,6.0,17.0,8.0,10.122315470305407
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,CO,22.0,137.0,38.0,60.6220879997196
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.435774,75.644272,PM10,,,7.0,19.227215450828847
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,CO,6.0,9.0,8.0,7.529311463132674
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.6439,85.599355,NH3,2.0,3.0,2.0,2.370164224664224
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,OZONE,8.0,17.0,13.0,11.85700439511469
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,OZONE,1.0,67.0,55.0,45.80381288645994
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,NO2,12.0,13.0,13.0,12.335346156294685
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59315,72.372792,PM10,63.0,182.0,113.0,104.50616330891333
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,NH3,1.0,1.0,1.0,1.2799040404040405
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,NH3,7.0,13.0,11.0,9.685268310722643
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",26.358805,73.047444,OZONE,6.0,77.0,44.0,44.6754146719294
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61119,77.34206,NO2,24.0,76.0,33.0,43.43663840300568
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,PM10,57.0,115.0,76.0,84.06724830595962
India,Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981,SO2,7.0,78.0,18.0,28.321708606409075
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,SO2,34.0,36.0,35.0,36.88098580770796
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,PM10,4.0,126.0,65.0,52.45286156572186
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,CO,21.0,42.0,24.0,28.01532497735323
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,PM2.5,,,4.0,33.49321394695775
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",19.008751,73.01662,NO2,59.0,59.0,59.0,58.98262178262913
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,NH3,9.0,26.0,19.0,16.05179777364878
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,PM2.5,,,95.0,50.35404818165151
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,NH3,8.0,10.0,9.0,9.092226467976468
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",26.203442,78.193251,SO2,7.0,70.0,38.0,30.62911657275474
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.493624,77.201159,PM10,49.0,100.0,64.0,69.47959302217393
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,NH3,6.0,7.0,6.0,6.495519574379867
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.6439,85.599355,PM2.5,27.0,72.0,44.0,47.28057689614306
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",17.6336264,75.9132495,PM10,23.0,75.0,52.0,45.868670929560615
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",19.222279,72.957979,SO2,8.0,13.0,10.0,9.88926582782542
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485,SO2,16.0,46.0,25.0,28.924288170163177
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879,CO,6.0,18.0,9.0,11.181204818702108
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,CO,24.0,44.0,27.0,34.84451130362584
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586,SO2,5.0,8.0,6.0,6.510174129791775
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.594169,77.1251,NH3,1.0,1.0,1.0,1.0
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,OZONE,15.0,79.0,64.0,53.115777979932005
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.40923,CO,16.0,22.0,19.0,18.791722741139143
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775,CO,37.0,43.0,39.0,39.48629222656428
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059,PM2.5,84.0,500.0,236.0,150.39423026238467
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,PM10,40.0,46.0,41.0,42.205558163241996
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,PM2.5,19.0,51.0,35.0,32.90949770100976
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889,PM2.5,56.0,84.0,64.0,67.85227724154926
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,SO2,17.0,32.0,23.0,25.316618716036277
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238,CO,8.0,36.0,16.0,20.317761719274873
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,NH3,7.0,11.0,9.0,8.968418221484402
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,PM10,48.0,51.0,50.0,48.90825030134123
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,OZONE,20.0,54.0,49.0,29.39790083811097
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.802639,75.722694,NO2,11.0,12.0,11.0,11.297266635883895
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,NH3,3.0,3.0,3.0,2.999041666666667
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,SO2,7.0,10.0,8.0,8.535374859059068
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815,OZONE,6.0,23.0,9.0,14.051347125097127
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,NH3,,,23.0,39.8829999102205
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.710842,77.151824,SO2,1.0,4.0,1.0,2.615891823046234
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.678,75.8559,NH3,1.0,81.0,6.0,24.068179609090603
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,PM10,25.0,48.0,35.0,34.521307749826704
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",25.56752,83.966379,CO,22.0,26.0,24.0,24.198824240345132
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.33853,88.614099,PM10,15.0,47.0,36.0,29.815719336219342
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817,NH3,8.0,16.0,12.0,11.6367071145229
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,NO2,18.0,96.0,53.0,45.35118458502282
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,NH3,4.0,13.0,9.0,7.013124733110027
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25.560083,87.553265,NO2,9.0,10.0,9.0,9.36238179364495
